Sentence,Aspect,Polarity
"Ziyaret ettiğim yeni kafe, baristası muhteşem kahveler hazırlıyor, sahipleri de oldukça samimi; filtre kahve, latte, cappuccino ve taze sıkılmış meyve sularını kesinlikle denemelisiniz, sıcak bir atmosferde içeceklerinizi yudumlamanın keyfini çıkarın.",filtre kahve,2
"Denediğim yeni lokanta, şefinin sunduğu enfes yemekler ile dikkat çekiyor, sahipleri de oldukça dostça. Kumpir, ızgara sebzeler, humus ve taze sıkılmış meyve sularını denemelisiniz, farklı lezzetlerin tadını çıkarın.",Kumpir,2
"Yeni açılan kafede, barista tarafından yapılan kahveler çok lezzetliydi, ayrıca taze sıkılmış portakal suyu da gerçekten mükemmeldi, özellikle limonata da çok beğenildi.",taze sıkılmış portakal suyu,2
"Gittiğim yeni kafe, barista harika kahveler yapıyor, ortamı da çok sıcak, çikolatalı kek, kruvasan ve taze demlenmiş çaylarını denemenizi öneririm, sahil manzarasında oturmanın keyfini yaşayın.",sahil manzarasında,2
"Denediğim yeni kafe, baristası mükemmel kahveler yapıyor, sahiplerini çok seviyoruz, ev yapımı tatlılar, taze sandviçler ve soğuk içecekler kesinlikle denemeli, keyifli bir ortamda kahvenizi yudumlamanın zevkini yaşayın.",kafe,2
"Ziyaret ettiğim kafe, baristasının hazırladığı kahveler mükemmel, ortamı çok hoş, çikolatalı pasta, cheesecake ve soğuk demleme çayını denemenizi öneririm, dekorasyonu ile birlikte kahvenin tadını çıkarın.",baristasının,2
"Gittiğim yeni lokanta, şefinin olağanüstü tatlar yarattığını fark ettim, özellikle zeytinli patates püresi, karnabahar köftesi, yoğurtlu semizotu salatası ve taze sıkılmış nar suyu denemeniz için harika bir seçenek, yemeklerin tadı gerçekten harika.",zeytinli patates püresi,2
Fethipaşa korusunun çevresinde bulunan doğal güzellikleriyle makul fiyatlarla sıcak bir aile atmosferi sunan bir yer.,bulunan,1
"Şehrin yeşil alanlarıyla dolu, ekonomik ve konforlu bir tatil mekanı.",yeşil alanlarıyla,2
"Fethipaşa korusundaki yeşillikler içinde uygun fiyatlı, keyifli bir aile yeri.",fiyatlı,2
Yaz günlerinde açık havada ızgara yapmayı tercih etmelisiniz.,ızgara,2
"Yaz aylarında parkı, İstanbul'daki en güzel dinlenme yerlerinden biri olarak düşünülebilir.",parkı,2
"Yemeklerin lezzeti muhteşem, servis çok çabuk geliyor ve çalışanlar sürekli neşeli.",yemekler,2
"Yemeklerin lezzeti mükemmel, servisleri de oldukça zarif.",servis,2
"Yemekler çok lezzetli, hizmet olağanüstü ve çalışanlar gerçekten nazik.",çalışanlar,2
İç mekan düzenlemesi mükemmel bir şekilde yapılmış.,iç mekan düzenlemesi,2
Müzikler gerçekten muhteşem bir ortam oluşturuyor.,müzikler,2
Üzgünüm ama sadece hafta sonları brunch sunan bir yer.,brunch,0
"Kahvaltı çeşitleri oldukça lezzetli, hepsini denemek için sabırsızlanıyorum.",Kahvaltı,2
Keyifli bir akşam yemeği yiyebileceğimiz mükemmel bir yer.,yer,2
"Manzarası olağanüstü, kesinlikle tekrar gelmek isterim.",Manzarası,2
Bu restoranın ücretleri aşırı derecede pahalı.,ücretleri,0
"Personel çok kibar, yemeklerin tadı harika.",Personel,2
Yemeklerin görünümü mükemmel ama lezzeti hayal kırıklığı yarattı.,yemekler,0
Bu şehirdeki en lezzetli dönerci burasıdır.,dönerci,2
Geçmişle kıyaslandığında başarı düzeyi kesinlikle düşük.,başarı düzeyi,0
"Önceden bu lokanta daha dar bir mekanda, sınırlı sayıda konuğa hizmet sunuyordu fakat tadından hiç taviz vermiyordu.",lokanta,0
Bu yıl hizmet kalitesinde bazı aksaklıklar ve ürünlerde tatmin edici olmayan durumlar gözlemledik.,ürünlerde,0
Son dönemde müşteri desteği gerçekten yetersiz kalıyor.,müşteri desteği,0
"Tatlılar muhteşem, denemeden geçmeyin.",Tatlılar,2
Tasarımı gerçekten muhteşem.,Tasarımı,2
Ofisteki kahvaltı seçenekleri gerçekten çok lezzetli.,seçenek,2
Restoranın fiyatları oldukça pahalı ama sunulan yemeklerin tadı harika.,Fiyatlar,0
Gölün yanında muhteşem bir yer.,yer,2
Sunumlar gerçekten harikaydı.,Sunumlar,2
Tasarım detaylarına önem vermedikleri açıkça görülüyor.,Tasarım detaylarına,0
"Fakat yemeklerin lezzeti harika, ancak fiyatlar biraz yüksek.",yemekler,2
Dün akşam yediğim köfte harikaydı.,köfte,2
Hamburgerin lezzeti gerçekten muhteşemdi.,Hamburger,2
Roka salatası muhteşem bir tat sunuyor.,Roka salatası,2
Fırınlanmış sebzelerle yapılan salata gerçekten muhteşemdi.,Fırınlanmış sebzelerle,2
İstanbul'da mutlaka görülmesi gereken mekanlar hakkında konuşuluyor.,mekanlar,2
Tasarımı mükemmel bir şekilde düşünülmüş.,Tasarımı,2
"İstanbul'daki bu harika mekan, kesinlikle görülmesi gereken yerlerden birisi.",mekan,2
Yemek çeşitliliği oldukça yetersiz kalıyor.,Yemek çeşitliliği,0
Ürünlerin fiyatları gerçekten uygun.,Ürünlerin fiyatları,2
Quattro Stagioni ve Orto'yu denemek istedik fakat beklentilerimizi karşılamadı.,Quattro Stagioni ve Orto'yu,0
"Pizzalar gerçekten kötüydü, ama içecekleri çok güzeldi.",Pizzalar,0
"Tatlılar kesinlikle muhteşem, özellikle de fıstıklı baklavaları çok nefis.",fıstıklı baklavaları,2
Dükkanın yeni tasarımı gerçekten çok hoş.,tasarımı,2
"Servis hızı oldukça yavaş olduğu için bu yemeği pek beğenmedim. Mezeler taze değil, etler de fazla tuzlu. Adana kebabı fena değil, ama daha lezzetli alternatifler mevcut.",Adana kebabı,1
"Restoranın yoğunluğu yüzünden servis oldukça yavaş, mezeler taze değil, etler de pek lezzetli değil, kebap ortalama düzeyde ama daha iyi alternatifler mevcut, başka bir mekanda denemek daha iyi olabilir.",hizmet,0
"Restoran oldukça yoğun, bu yüzden hizmet hantal kalıyor, mezeler pek taze değil, etler ise gerçekten harika ama adana kebabı daha özenli yapılmalı, başka bir yerde denemekte yarar var.",mezeler,0
"Restoran çok yoğun olduğu için yemeklerin lezzetini yeterince beğenemedim, mezeler taze değildi, ana yemekler ise oldukça yetersizdi. Kuzu tandır ortalama bir tat ama daha iyi seçenekler mevcut.",ana yemekler,0
Mekanın atmosferi gerçekten çok hoş.,Mekanın atmosferi,2
"Yemeklerin lezzeti hiç hoşuma gitmedi, salatalar çok tuzlu, çorbanın tadı da fena değil.",Yemekler,0
"Yemeklerin lezzeti çok iyi değil, özellikle makarna aşırı pişmiş, salata da yetersiz.",makarna,0
"Yemeklerin tadı oldukça kötüydü, pizzalar beni tatmin etmedi, makarna ise gerçekten hayal kırıklığıydı.",makarna,0
"Restoranın kalabalıklığı yüzünden, servis çok gecikiyor.",servis,0
Kadıköy'de muhteşem bir akşam yemeği deneyimi için en iyi yer Happy Moon's.,yemek,2
Hizmet gerçekten mükemmel ama yemekler çok lezzetsizdi.,Hizmet,0
Sunum mükemmel ama yemeklerin lezzeti hiç de hoş değil.,yemeklerin lezzeti,0
Manzara mükemmel ama hizmet kalitesi yetersiz.,Manzara,2
Manzara muhteşem ama hizmet kalitesi oldukça düşük.,hizmet,0
Peynirli börek ve zeytinyağlı enginar mükemmeldi ama tatlı çok şekerliydi.,Peynirli börek ve zeytinyağlı enginar,2
Zeytinli ekmek ve çorba mükemmeldi ama pilav aşırı tuzluydu.,pilav,0
Siparişimizdeki yemekler maalesef soğuk servis edildi.,yemekler,0
"Sipariş ettiğimiz pizza, malzemelerin tazeliğine göre lezzetsizdi ve hamur da çok inceydi.",pizza,0
Sipariş ettiğim patatesler çok tuzlu ve gerçekten hoş bir tat yoktu.,patatesler,0
Domates/salatalık sögüsü çok soğuk servis edildiği için hiç hoş değildi.,Domates/salatalık sögüsü,0
"Ortamdaki karışıklık, oturup dinlenmenizi gerçekten zorlaştırıyor.",Ortamdaki,0
"İşe yaramaz bir pizza deneyimim oldu, bir daha sipariş vermeyeceğim.",pizza,0
"Ziyaret ettiğim kafe oldukça hoş, ortam çok rahat ama garsonların ilgisi yetersiz. Yine de sunulan tatlılar harika, bu nedenle tekrar gelmeyi düşünüyorum.",kafe,2
"Ziyaret ettiğim mekan oldukça şık, yemekler mükemmel ama içki fiyatları biraz fazla. Yine de ortam o kadar keyifli ki, harcadığım parayı aklımdan çıkarıyorum. Müzik ve servis çok iyi, tekrar gelmek için heyecanlanıyorum.",ortam,2
"Ziyaret ettiğim lokanta gerçekten çok hoştu, her bir tabak mükemmel ama maliyetler biraz fazla, yine de ambiyans ve hizmet olağanüstü.",tabaklar,2
"Ziyaret ettiğim kafe oldukça hoş, yemekler lezzetli fakat fiyatlar biraz pahalı, yine de ortam ve hizmet harika.",ortam,2
"Ziyaret ettiğim kafe harika bir atmosfere sahip, içeceklerin tadı mükemmel ama bazı atıştırmalıklar için fiyatlar biraz fazla, yine de genel olarak her şey çok keyifliydi.",içeceklerin,2
Ziyaret ettiğim kafedeki atmosfer mükemmel ama menüdeki fiyatlar aşırı pahalı.,fiyatlar,0
"Nadir Güllüoğlu'nun dükkanındaki tatlılar harika bir tat sunuyor, fakat bazıları aşırı tatlı. Fıstıklı baklava her zaman taze ve nefis.",Nadir Güllüoğlu'nun dükkanındaki tatlılar,2
"Renkli çiçeklerle dolu bahçesi muhteşem, taze ve lezzetli meyveler sunuyor ama bana göre biraz fazla şekerli, belki kişisel tercihimle alakalı, hepsini genellikle deneme şansım oldu, çilekli tatlı gerçekten harika.",çilekli tatlı,2
"Özel bahçelerde yetişen nadide çiçekler çok güzel bir atmosfer oluşturuyor, fakat tatlar bence biraz aşırı tatlı. Kendi damak tadım nedeniyle böyle hissediyor olabilirim. Genel olarak hepsini tatma fırsatım oldu, antep fıstıklı baklava mükemmel.",tat,2
Mekanın düzenlemesi harika bir şekilde tasarlanmış.,Mekanının düzenlemesi,2
"Restoran genelde dolu olsa da, sunulan yemekler çabuk geliyor ve lezzetleri mükemmel.",yemekler,2
"Her ne kadar yoğun bir ortamda bulunsak da, yemeklerin tadı harika ve sunumları göz alıcı.",yemeklerin tadı,2
Peynirli börek gerçekten harika bir lezzet.,Peynirli börek,2
Ali'nin kafesi çok şık ama menüdeki fiyatlar aşırı yüksek; ayrıca açık havada oturmak ferah ama içerisi çok gürültülü.,fiyatlar,0
Restoranın dekorasyonu gerçekten etkileyici ama yemeklerin lezzeti pek iyi değil; ayrıca dışarıda oturmak keyifli ama içerisi biraz gürültülüydü.,dışarıda oturmak,1
"Mezeler oldukça çeşitlilik gösteriyor ve lezzeti mükemmel, ana yemek ise harika, gerçekten çok tatlı ama maalesef fiyatlar yüksek.",Mezeler,2
"Atıştırmalıklar gerçekten çeşitlilik açısından çok başarılı, tatları da enfes, ancak menüdeki bazı seçenekler sabit kalıyor.",Atıştırmalıklar,2
"Mezeler mükemmel ve çeşitlilik bakımından oldukça fazla, ana yemek de gerçekten nefis fakat sabit bir menüye bağlı kalmak zorundasınız.",ana yemek,2
"Mezeler çok çeşitli ve lezzetli, ızgara kebabı da mükemmel, gerçekten harika fakat ne yazık ki sabit bir menü sunuluyor.",sabit menü,0
"Ödediğin paraya rağmen sipariş ettiğin ürünü teslim alamamak oldukça sinir bozucu, bu konuda bir şeyler yapılmalı.",sipariş ettiğin,0
"Zeytinyağlı enginar, yanında yer alan limon ile mükemmel bir tat oluşturuyor.",Zeytinyağlı enginar,2
Servis yapan bazı ilgisiz garsonlar dışında gerçekten güzel bir yerdi.,garson,0
"Ortamın atmosferi gerçekten harika, fakat hizmet biraz yetersiz.",ortam,2
"Anadolu mutfağının en güzel tatlarından biri olan döner, kesinlikle muhteşem bir tadım fırsatı sağlıyor.",döner,2
Anadolu Yakası'nda kebap yemek için harika bir yer bulmak çok kolay.,yer,2
Tatlılar gerçekten harika ve çok lezzetli.,Tatlılar,2
Yemekler ve özellikle tatlılar muhteşem bir lezzet deneyimi sağlıyor.,tatlılar,2
Personel çok nazik ve yardımseverdi.,Servis,2
Personel oldukça dostça ve destekleyici.,Personel,2
Çerkes yemeklerini sevenler için mükemmel bir tercih.,Çerkes yemekleri,2
"Restoranın yemekleri gerçekten muhteşemdi, tatlıları da çok lezzetliydi.",tatlıları,2
"Restoranın atmosferi gerçekten çok hoştu, yemekleri de mükemmeldi.",yemekleri,2
"Restoranın personelinin davranışları beni oldukça üzdü, bu konuda bir iyileştirme yapmaları şart.",personelin davranışları,0
Restoranın dekorasyonu oldukça etkileyici.,Restoran dekorasyonu,2
Mezeler gerçekten çok lezzetli ve sunumları göz alıcı.,Mezeler,2
Mezeler harika bir tat profiline sahip ve oldukça çeşitli.,Mezeler,2
Ancak deniz ürünlerinin tazeliği konusunda endişelerim var.,deniz ürünlerinin,0
Yediğim o taze somon hiç de hoş değilmiş.,taze somon,0
Sunum mükemmel fakat yemeklerin lezzeti umduğumdan daha kötüydü.,ana yemek,0
Mekanın fiyatları oldukça uygun görünüyor.,Fiyatlar,2
"Et çeşitleri gerçekten harika, ama fiyatlar biraz yüksek.",Et çeşitleri,0
"Makarna soslu tavuk yedim, lezzeti muhteşemdi ama baharatı fazlaydı.",Makarna soslu tavuk,1
"Spaghetti pomodoro denedim, lezzeti mükemmeldi fakat ardından sosu nedeniyle miden ağrıdı.",sosu,0
Kız arkadaşımın sipariş ettiği pizza harikaydı ama ben tadını pek sevmedim.,pizza,0
Etkinlik oldukça ilgi çekici ama bilet fiyatları çok pahalı.,"Etkinlik, bilet fiyatları",0
Sunum mükemmel fakat lezzetler oldukça sıradan.,lezzetler,0
Yediğim en güzel pizza kesinlikle mükemmeldi.,pizza,2
Yumurtaların lezzeti mükemmel fakat maliyeti oldukça fazla.,Yumurtaların,2
"Kebap mükemmel, fakat yanında gelen yoğurt hoşuma gitmedi ama tatlısı harika.",Kebap,2
Etin lezzeti muhteşem fakat yanında gelen salata hiç hoş değil.,salata,0
"Yemeklerin tadı beklediğim kadar iyi değildi, fakat mekanın atmosferi oldukça hoştu.",Yemekler,0
"Garsonlar son derece umursamaz, siparişi getiren çalışan da hiç yardımcı olmuyor...",siparişi getiren çalışan,0
Garsonun tutumu hoş değildi ve siparişlerimizi zamanında getirmedi.,garson,0
Ürünlerin fiyatları son zamanlarda oldukça yükseldi.,fiyatlar,0
"Son zamanlarda daha çok görselliğe önem veriliyor, gerçek değerler unutuluyor.",görsellik,0
"Ortam gerçekten harika, lezzet bakımından çok iyi fakat ne yazık ki servis her defasında kötü kalıyor.",Ortam,0
"Ortam harika, yemekler oldukça lezzetli fakat hizmet her zaman yetersiz kalıyor.",yemekler,0
"Konum harika, yemekler lezzetli fakat servis her zaman kötü durumda kalıyor.",servis,0
Bu ahşap evin havası gerçekten samimi ve hoş.,ahşap ev,2
"Hafta sonları dostlarımla birlikte güzel bir brunch yapmayı her zaman tercih ediyoruz, burası gerçekten harika bir mekan.",Brunch,2
"Siparişimdeki hamburgeri aldım, özenle yapılmıştı ve beklememe rağmen taze kalmıştı.",yapılmıştı,2
Yemeğin sunumu ve kullanılan ürünlerin tazeliği beni gerçekten etkiledi.,Ürünlerin,2
"Ürünün performansı mükemmel, ama teslimat süresi biraz uzun sürdü.",ürünün performansı,2
"Kesinlikle önerdiğim bir yer değil, hizmet oldukça yetersiz.",hizmet,0
İftardan sonra arkadaşlarla sohbet edip bir şeyler yemek için mükemmel bir yer.,yemek,2
İftar sonrası tatlı bir şeyler yemek için mükemmel bir yer.,yer,2
"Bu akşamki konserde muhteşem bir hava hakimdi, müzikle dolu anların keyfini çıkardık.",müzik,2
"Gölün huzur verici atmosferi sayesinde, sevdiklerinizle keyifli anlar yaşayabilir ve müzik eşliğinde eğlencenizi katlayabilirsiniz.",gölün,2
Ürün fiyatları gerçekten çok pahalı fakat kaliteli ve modern bir seçenek arıyorsanız mutlaka göz atmalısınız.,Ürün fiyatları,0
Mekan gerçekten harika ama fiyatları biraz tuzlu.,mekan,1
Özellikle en sevdikleri tatlılara kattıkları fıstık o kadar harika bir tat veriyor ki anlatamam.,fıstık,2
"Yeni tariflerin çoğunu denedik, hepsi de mükemmeldi.",Tarifler,2
Tatlı olarak çikolatalı sufleyi tercih ettik ve gerçekten harika bulduk.,çikolatalı sufleyi,2
Aldığımız pizzanın malzemelerinin kalitesi beklediğimizin altında kaldı.,malzemeler,0
Son zamanlarda tasarımını değiştirmeyen Beşiktaş'taki mükemmel yemek alanına sahip kafe.,yemek alanı,2
Restoranın sunduğu yemeklerin fiyatları gerçekten çok pahalı ve kampanya yok.,yemek fiyatları,0
Mekanın fiyatları çok pahalı ve ne yazık ki sadece nakit ile ödeme alıyorlar.,ödeme,0
Yemeğin lezzeti gerçekten muhteşemdi.,lezzeti,2
Tatlılar arasında kadayıf ve muhallebi mükemmel bir tercih.,kadayıf,2
Tatlılar arasında muhallebiyi kesinlikle beğeniyorum.,muhallebi,2
Yıllardır gittiğim en iyi pizzacı burası.,pizzacı,2
Restoranda her seferinde bir dilim pizzayı tercih ediyorum.,pizza,2
Çeşitli malzemelerle yapılan pizza siparişi vermek mükemmel bir seçenek.,Çeşitli malzemelerle yapılan pizza,2
Sunum oldukça berbat bir deneyimdi.,Sunum,0
Yemeklerin sunumu gerçekten hoş ama tatları pek iyi değil.,tatlar,0
"Bu restoranın en büyük avantajı, açık havada yer alan harika bir teras olması.",teras,2
Türk çayının tadı harika ama içinde bir yabancı cisim vardı.,Türk çayının,0
Kahve bitince dibinde kalan kalıntılarla yüzleşmek zorunda kalıyorsunuz!,Kahve,0
Yemeklerin lezzeti hiç hoş değildi!,Yemekler,0
"Burası muhteşem bir yer, tekrar ziyaret etmek için sabırsızlanıyorum.",burası,2
"Lynchburglerin doğal güzellikleri muhteşem, fakat otel hizmeti yetersiz.",Lynchburgler,2
Cinli içecekler oldukça lezzetli ama garsonlar ilgisiz.,Cinli içecekler,0
Kokteylleri gerçekten harika ama jager mojito beklediğim gibi çıkmadı.,jager mojito,0
"Yemeğin lezzeti mükemmel ancak maliyetler oldukça pahalı, 120/130 tl civarında bir fatura geliyor.",120/130 tl fatura,0
"Lezzet mükemmel ama fiyatlar aşırı pahalı, porsiyonlar yetersiz, garsonlar kibar.",Lezzet,2
"Yemeklerin lezzeti mükemmel ama maliyeti aşırı, porsiyonlar az, hizmet oldukça başarılı.",maliyeti,0
"Yemekler harika ama tabaklar oldukça az, fiyatlar da oldukça pahalı.",Tabaklar,0
"Yemeklerin lezzeti mükemmel ama fiyatlar aşırı pahalı, porsiyonlar az, personel çok destekleyici.",personel,2
Manzara muhteşem bir görüntüye sahip.,Manzara,2
Kurucesme'deki atmosfer fazlasıyla karışıktı ve hoş değildi.,mekan,0
Yoğun kalabalık nedeniyle restorandaki ortam fazlasıyla rahatsız ediciydi.,ortam,0
Ortam aslında daha keyifli olabilirdi.,ortam,0
O kalabalık mekanda bir daha yer almak istemiyorum.,mekanda,0
